名前,住所,最寄り駅１,最寄り駅２,最寄り駅３,築年数,建物全体の階数,階数,賃料,管理費,敷金,礼金,間取り,面積,URL
レジディア中目黒III,東京都目黒区中目黒２,東京メトロ日比谷線/中目黒駅 歩13分,ＪＲ山手線/目黒駅 歩15分,ＪＲ山手線/恵比寿駅 歩17分,築2年,15階建,2階,20.5万円,15000円,20.5万円,-,2LDK,41.76m2,https://suumo.jp/chintai/jnc_000086423488/?bc=100347825265
レジディア中目黒III,東京都目黒区中目黒２,東京メトロ日比谷線/中目黒駅 歩13分,ＪＲ山手線/目黒駅 歩15分,ＪＲ山手線/恵比寿駅 歩17分,築2年,15階建,3階,22.5万円,15000円,22.5万円,22.5万円,2DK,40.96m2,https://suumo.jp/chintai/jnc_000085664372/?bc=100356357737
レジディア中目黒III,東京都目黒区中目黒２,東京メトロ日比谷線/中目黒駅 歩13分,ＪＲ山手線/目黒駅 歩15分,ＪＲ山手線/恵比寿駅 歩17分,築2年,15階建,2階,22.5万円,15000円,22.5万円,22.5万円,2LDK,40.17m2,https://suumo.jp/chintai/jnc_000086083083/?bc=100357745891
レジディア中目黒III,東京都目黒区中目黒２,東京メトロ日比谷線/中目黒駅 歩13分,ＪＲ山手線/目黒駅 歩15分,ＪＲ山手線/恵比寿駅 歩17分,築2年,15階建,13階,23.5万円,15000円,23.5万円,23.5万円,2DK,42.29m2,https://suumo.jp/chintai/jnc_000074531244/?bc=100345030898
レジディア中目黒III,東京都目黒区中目黒２,東京メトロ日比谷線/中目黒駅 歩13分,ＪＲ山手線/目黒駅 歩15分,ＪＲ山手線/恵比寿駅 歩17分,築2年,15階建,13階,24.5万円,15000円,24.5万円,24.5万円,2DK,42.29m2,https://suumo.jp/chintai/jnc_000086423486/?bc=100354845602
レジディア中目黒III,東京都目黒区中目黒２,東京メトロ日比谷線/中目黒駅 歩13分,ＪＲ山手線/目黒駅 歩15分,ＪＲ山手線/恵比寿駅 歩17分,築2年,15階建,13階,26.5万円,15000円,26.5万円,26.5万円,2DK,42.29m2,https://suumo.jp/chintai/jnc_000084718271/?bc=100356019136
レジディア中目黒III,東京都目黒区中目黒２,東京メトロ日比谷線/中目黒駅 歩13分,ＪＲ山手線/目黒駅 歩15分,ＪＲ山手線/恵比寿駅 歩17分,築2年,15階建,13階,28.5万円,15000円,28.5万円,28.5万円,2LDK,49.99m2,https://suumo.jp/chintai/jnc_000081313183/?bc=100321961729
レジディア中目黒III,東京都目黒区中目黒２,東京メトロ日比谷線/中目黒駅 歩13分,ＪＲ山手線/目黒駅 歩15分,ＪＲ山手線/恵比寿駅 歩17分,築2年,15階建,8階,29.5万円,15000円,29.5万円,29.5万円,2LDK,53.39m2,https://suumo.jp/chintai/jnc_000085791775/?bc=100355772196
レジディア中目黒III,東京都目黒区中目黒２,東京メトロ日比谷線/中目黒駅 歩13分,ＪＲ山手線/目黒駅 歩15分,ＪＲ山手線/恵比寿駅 歩17分,築2年,15階建,15階,31.5万円,15000円,31.5万円,31.5万円,2LDK,53.39m2,https://suumo.jp/chintai/jnc_000077121443/?bc=100354508428
レジディア中目黒III,東京都目黒区中目黒２,東京メトロ日比谷線/中目黒駅 歩13分,ＪＲ山手線/目黒駅 歩15分,ＪＲ山手線/恵比寿駅 歩17分,築2年,15階建,10階,37.5万円,15000円,37.5万円,37.5万円,2LDK,63.57m2,https://suumo.jp/chintai/jnc_000085934939/?bc=100350061992
東急東横線 中目黒駅 5階建 築49年,東京都目黒区中目黒４,東急東横線/中目黒駅 歩9分,東急東横線/代官山駅 歩17分,ＪＲ山手線/恵比寿駅 歩21分,築49年,5階建,5階,8万円,3000円,8万円,8万円,2DK,33m2,https://suumo.jp/chintai/jnc_000087012508/?bc=100358038339
市川コーポ,東京都目黒区中目黒４,東急東横線/中目黒駅 歩9分,東急東横線/代官山駅 歩17分,ＪＲ山手線/恵比寿駅 歩21分,築49年,5階建,5階,8.3万円,-,8.3万円,8.3万円,2DK,33m2,https://suumo.jp/chintai/jnc_000087012507/?bc=100357276091
クラッサ目黒,東京都目黒区下目黒１,ＪＲ山手線/目黒駅 歩5分,東急目黒線/不動前駅 歩14分,都営浅草線/五反田駅 歩20分,築20年,10階建,4階,30.7万円,10000円,30.7万円,46.05万円,2LDK,65.6m2,https://suumo.jp/chintai/jnc_000086561584/?bc=100268351314
クラッサ目黒,東京都目黒区下目黒１,ＪＲ山手線/目黒駅 歩5分,東急目黒線/不動前駅 歩14分,都営浅草線/五反田駅 歩20分,築20年,10階建,2階,31.8万円,10000円,31.8万円,47.7万円,2LDK,73.14m2,https://suumo.jp/chintai/jnc_000085647716/?bc=100347987383
ディアスタ下目黒,東京都目黒区下目黒６,東急東横線/学芸大学駅 歩15分,東急目黒線/武蔵小山駅 歩15分,東急東横線/祐天寺駅 歩21分,築11年,5階建,5階,28.1万円,10000円,56.2万円,28.1万円,2LDK,64.02m2,https://suumo.jp/chintai/jnc_000085940510/?bc=100275031866
ディアスタ下目黒,東京都目黒区下目黒６,東急東横線/学芸大学駅 歩15分,東急目黒線/武蔵小山駅 歩15分,東急東横線/祐天寺駅 歩21分,築11年,5階建,5階,29.1万円,10000円,58.2万円,29.1万円,2LDK,64.02m2,https://suumo.jp/chintai/jnc_000085940511/?bc=100350070325
東急東横線 祐天寺駅 7階建 築18年,東京都目黒区中目黒５,東急東横線/祐天寺駅 歩4分,東京メトロ日比谷線/中目黒駅 歩13分,東急東横線/学芸大学駅 歩14分,築18年,7階建,6階,28万円,15000円,28万円,28万円,2LDK,60.11m2,https://suumo.jp/chintai/jnc_000086405329/?bc=100353245589
東急東横線 祐天寺駅 7階建 築18年,東京都目黒区中目黒５,東急東横線/祐天寺駅 歩4分,東京メトロ日比谷線/中目黒駅 歩13分,東急東横線/学芸大学駅 歩14分,築18年,7階建,4階,29.5万円,15000円,29.5万円,29.5万円,2LDK,60.74m2,https://suumo.jp/chintai/jnc_000087077387/?bc=100357509087
東急東横線 祐天寺駅 7階建 築18年,東京都目黒区中目黒５,東急東横線/祐天寺駅 歩4分,東京メトロ日比谷線/中目黒駅 歩13分,東急東横線/学芸大学駅 歩14分,築18年,7階建,7階,31.5万円,15000円,31.5万円,31.5万円,2LDK,60.57m2,https://suumo.jp/chintai/jnc_000085963164/?bc=100355030940
東急目黒線 不動前駅 5階建 築29年,東京都目黒区下目黒３,東急目黒線/不動前駅 歩7分,ＪＲ山手線/目黒駅 歩15分,東急目黒線/武蔵小山駅 歩14分,築29年,5階建,3階,21万円,-,21万円,21万円,2LDK,80.04m2,https://suumo.jp/chintai/jnc_000031057540/?bc=100355623306
東急目黒線 不動前駅 5階建 築29年,東京都目黒区下目黒３,東急目黒線/不動前駅 歩7分,ＪＲ山手線/目黒駅 歩15分,東急目黒線/武蔵小山駅 歩14分,築29年,5階建,3階,22万円,-,22万円,22万円,2LDK,80.04m2,https://suumo.jp/chintai/jnc_000086992452/?bc=100357154195
ＪＲ山手線 渋谷駅 17階建 築8年,東京都目黒区青葉台４,ＪＲ山手線/渋谷駅 歩13分,京王井の頭線/神泉駅 歩7分,東急田園都市線/池尻大橋駅 歩10分,築8年,17階建,16階,34.9万円,20000円,34.9万円,-,2LDK,64.5m2,https://suumo.jp/chintai/jnc_000076564603/?bc=100341110951
ＪＲ山手線 渋谷駅 17階建 築8年,東京都目黒区青葉台４,ＪＲ山手線/渋谷駅 歩13分,京王井の頭線/神泉駅 歩7分,東急田園都市線/池尻大橋駅 歩10分,築8年,17階建,14階,35万円,20000円,35万円,-,2LDK,67.75m2,https://suumo.jp/chintai/jnc_000085658377/?bc=100343555797
ＪＲ山手線 渋谷駅 17階建 築8年,東京都目黒区青葉台４,ＪＲ山手線/渋谷駅 歩13分,京王井の頭線/神泉駅 歩7分,東急田園都市線/池尻大橋駅 歩10分,築8年,17階建,16階,35.1万円,20000円,35.1万円,-,2LDK,64.5m2,https://suumo.jp/chintai/jnc_000086944286/?bc=100354919443
ＪＲ山手線 渋谷駅 17階建 築8年,東京都目黒区青葉台４,ＪＲ山手線/渋谷駅 歩13分,京王井の頭線/神泉駅 歩7分,東急田園都市線/池尻大橋駅 歩10分,築8年,17階建,16階,35.8万円,20000円,35.8万円,-,2LDK,64.5m2,https://suumo.jp/chintai/jnc_000085658378/?bc=100337619688
ＪＲ山手線 渋谷駅 17階建 築8年,東京都目黒区青葉台４,ＪＲ山手線/渋谷駅 歩13分,京王井の頭線/神泉駅 歩7分,東急田園都市線/池尻大橋駅 歩10分,築8年,17階建,17階,35.8万円,20000円,35.8万円,-,2LDK,64.5m2,https://suumo.jp/chintai/jnc_000045723468/?bc=100341110949
ＪＲ山手線 渋谷駅 17階建 築8年,東京都目黒区青葉台４,ＪＲ山手線/渋谷駅 歩13分,京王井の頭線/神泉駅 歩7分,東急田園都市線/池尻大橋駅 歩10分,築8年,17階建,17階,36万円,20000円,36万円,-,2LDK,64.5m2,https://suumo.jp/chintai/jnc_000085658379/?bc=100345069692
東京メトロ日比谷線 中目黒駅 11階建 築43年,東京都目黒区中目黒４,東京メトロ日比谷線/中目黒駅 歩12分,ＪＲ山手線/目黒駅 歩16分,東京メトロ日比谷線/恵比寿駅 歩18分,築43年,11階建,3階,15.5万円,-,15.5万円,15.5万円,2DK,42.36m2,https://suumo.jp/chintai/jnc_000082414395/?bc=100350976315
東急東横線 中目黒駅 19階建 築17年,東京都目黒区上目黒２,東急東横線/中目黒駅 歩3分,東急東横線/代官山駅 歩9分,東急東横線/祐天寺駅 歩10分,築17年,19階建,3階,39.5万円,15000円,39.5万円,79万円,2LDK,70.34m2,https://suumo.jp/chintai/jnc_000086561579/?bc=100346344618
東急東横線 中目黒駅 19階建 築17年,東京都目黒区上目黒２,東急東横線/中目黒駅 歩3分,東急東横線/代官山駅 歩9分,東急東横線/祐天寺駅 歩10分,築17年,19階建,12階,39.5万円,15000円,39.5万円,39.5万円,2LDK,70.34m2,https://suumo.jp/chintai/jnc_000087044661/?bc=100357649789
東急東横線 中目黒駅 19階建 築17年,東京都目黒区上目黒２,東急東横線/中目黒駅 歩3分,東急東横線/代官山駅 歩9分,東急東横線/祐天寺駅 歩10分,築17年,19階建,3階,40万円,15000円,40万円,80万円,2LDK,70.34m2,https://suumo.jp/chintai/jnc_000085975522/?bc=100353654505
GENOVIA学芸大学,東京都目黒区目黒本町２,東急東横線/学芸大学駅 歩12分,東急目黒線/武蔵小山駅 歩20分,東急東横線/祐天寺駅 歩22分,新築,5階建,5階,30.5万円,15000円,-,30.5万円,2LDK,56.03m2,https://suumo.jp/chintai/jnc_000086672252/?bc=100355299726
GENOVIA学芸大学,東京都目黒区目黒本町２,東急東横線/学芸大学駅 歩12分,東急目黒線/武蔵小山駅 歩20分,東急東横線/祐天寺駅 歩22分,新築,5階建,5階,38.5万円,15000円,-,38.5万円,2LDK,56.03m2,https://suumo.jp/chintai/jnc_000086827289/?bc=100355097697
千代マンション,東京都目黒区柿の木坂２,東急東横線/都立大学駅 歩10分,東急東横線/学芸大学駅 歩12分,,築56年,3階建,2階,10.5万円,-,10.5万円,10.5万円,2DK,35m2,https://suumo.jp/chintai/jnc_000087109383/?bc=100357817348
東急東横線 都立大学駅 3階建 築56年,東京都目黒区柿の木坂２,東急東横線/都立大学駅 歩10分,東急東横線/学芸大学駅 歩13分,東急田園都市線/駒沢大学駅 歩20分,築56年,3階建,2階,10.5万円,-,10.5万円,10.5万円,2DK,35m2,https://suumo.jp/chintai/jnc_000087103527/?bc=100357891863
コートガーディニア,東京都目黒区祐天寺１,東急東横線/祐天寺駅 歩5分,東京メトロ日比谷線/中目黒駅 歩11分,東急東横線/代官山駅 歩20分,築28年,4階建,3階,20万円,5000円,20万円,20万円,2LDK,47.94m2,https://suumo.jp/chintai/jnc_000086655201/?bc=100355213443
コートガーディニア,東京都目黒区祐天寺１,東急東横線/祐天寺駅 歩5分,東京メトロ日比谷線/中目黒駅 歩11分,東急東横線/代官山駅 歩20分,築28年,4階建,1階,22万円,5000円,22万円,22万円,2LDK,56.79m2,https://suumo.jp/chintai/jnc_000084718286/?bc=100342332898
東急東横線 祐天寺駅 4階建 築28年,東京都目黒区祐天寺１,東急東横線/祐天寺駅 歩5分,東急東横線/中目黒駅 歩11分,東急東横線/学芸大学駅 歩19分,築28年,4階建,3階,20万円,5000円,20万円,20万円,2LDK,47.94m2,https://suumo.jp/chintai/jnc_000086655202/?bc=100355031884
東急東横線 祐天寺駅 4階建 築28年,東京都目黒区祐天寺１,東急東横線/祐天寺駅 歩5分,東急東横線/中目黒駅 歩11分,東急東横線/学芸大学駅 歩19分,築28年,4階建,1階,22万円,5000円,22万円,22万円,2LDK,56.79m2,https://suumo.jp/chintai/jnc_000084718288/?bc=100357826806
パーシモンヒルズ,東京都目黒区柿の木坂１,東急東横線/都立大学駅 歩3分,東急東横線/自由が丘駅 歩20分,東急東横線/学芸大学駅 歩21分,築24年,地下1地上6階建,3階,22.5万円,15000円,22.5万円,22.5万円,2LDK,57.67m2,https://suumo.jp/chintai/jnc_000043115872/?bc=100350245663
パーシモンヒルズ,東京都目黒区柿の木坂１,東急東横線/都立大学駅 歩3分,東急東横線/自由が丘駅 歩20分,東急東横線/学芸大学駅 歩21分,築24年,地下1地上6階建,4階,22.6万円,15000円,22.6万円,22.6万円,2LDK,57.67m2,https://suumo.jp/chintai/jnc_000044354573/?bc=100340595201
フラット栗山,東京都目黒区八雲３,東急東横線/都立大学駅 歩13分,東急東横線/自由が丘駅 歩15分,東急大井町線/九品仏駅 歩19分,築35年,3階建,2階,15万円,5000円,15万円,15万円,2DK,45m2,https://suumo.jp/chintai/jnc_000053710931/?bc=100353444889
東急東横線 自由が丘駅 12階建 築53年,東京都目黒区自由が丘２,東急東横線/自由が丘駅 歩10分,東急東横線/都立大学駅 歩13分,東急大井町線/九品仏駅 歩17分,築53年,12階建,6階,15万円,-,15万円,15万円,2DK,44.09m2,https://suumo.jp/chintai/jnc_000085341132/?bc=100357330076
パシフィック自由ヶ丘マンション,東京都目黒区自由が丘２,東急東横線/自由が丘駅 歩10分,東急東横線/都立大学駅 歩12分,東急大井町線/九品仏駅 歩17分,築53年,地下1地上12階建,6階,15万円,-,15万円,15万円,2DK,44.09m2,https://suumo.jp/chintai/jnc_000085356878/?bc=100346334692
東急東横線 学芸大学駅 7階建 築23年,東京都目黒区目黒本町４,東急東横線/学芸大学駅 歩15分,東急目黒線/西小山駅 歩15分,東急目黒線/武蔵小山駅 歩16分,築23年,7階建,4階,25.2万円,12000円,25.2万円,-,2SLDK,69.16m2,https://suumo.jp/chintai/jnc_000084446688/?bc=100347759285
東急東横線 学芸大学駅 7階建 築23年,東京都目黒区目黒本町４,東急東横線/学芸大学駅 歩15分,東急目黒線/西小山駅 歩15分,東急目黒線/武蔵小山駅 歩16分,築23年,7階建,6階,25.5万円,12000円,25.5万円,-,2SLDK,69.16m2,https://suumo.jp/chintai/jnc_000071687929/?bc=100353976490
クリオレミントンハウス恵比寿,東京都目黒区三田１,ＪＲ山手線/目黒駅 歩9分,ＪＲ山手線/恵比寿駅 歩10分,東京メトロ南北線/白金台駅 歩24分,築25年,10階建,3階,34.5万円,-,34.5万円,34.5万円,2LDK,81.58m2,https://suumo.jp/chintai/jnc_000087130287/?bc=100358041665
クリオレミントンハウス恵比寿,東京都目黒区三田１,ＪＲ山手線/目黒駅 歩9分,ＪＲ山手線/恵比寿駅 歩10分,東京メトロ南北線/白金台駅 歩24分,築25年,10階建,3階,34.55万円,-,34.55万円,34.55万円,2LDK,81.58m2,https://suumo.jp/chintai/jnc_000086230733/?bc=100352109871
クリオレミントンハウス恵比寿,東京都目黒区三田１,ＪＲ山手線/目黒駅 歩9分,ＪＲ山手線/恵比寿駅 歩10分,東京メトロ南北線/白金台駅 歩24分,築25年,10階建,3階,34.55万円,-,34.55万円,34.55万円,2LDK,81.58m2,https://suumo.jp/chintai/jnc_000086230732/?bc=100351975963
ＪＲ山手線 目黒駅 10階建 築25年,東京都目黒区三田１,ＪＲ山手線/目黒駅 歩10分,ＪＲ埼京線/恵比寿駅 歩14分,都営三田線/白金台駅 歩18分,築25年,10階建,3階,34.5万円,-,34.5万円,34.5万円,2LDK,81.58m2,https://suumo.jp/chintai/jnc_000086332579/?bc=100358038463
ＪＲ山手線 目黒駅 10階建 築25年,東京都目黒区三田１,ＪＲ山手線/目黒駅 歩10分,ＪＲ埼京線/恵比寿駅 歩14分,都営三田線/白金台駅 歩18分,築25年,10階建,3階,34.55万円,-,34.55万円,34.55万円,2LDK,81.58m2,https://suumo.jp/chintai/jnc_000086230734/?bc=100357429646
ＪＲ山手線 目黒駅 10階建 築25年,東京都目黒区三田１,ＪＲ山手線/目黒駅 歩10分,ＪＲ埼京線/恵比寿駅 歩14分,都営三田線/白金台駅 歩18分,築25年,10階建,3階,34.55万円,-,34.55万円,34.55万円,2LDK,81.58m2,https://suumo.jp/chintai/jnc_000086708980/?bc=100355279564
東急東横線 祐天寺駅 4階建 築38年,東京都目黒区中町１,東急東横線/祐天寺駅 歩15分,東急目黒線/目黒駅 歩20分,東急目黒線/武蔵小山駅 歩21分,築38年,4階建,3階,12.8万円,-,12.8万円,12.8万円,2DK,39.6m2,https://suumo.jp/chintai/jnc_000084596371/?bc=100344610931
東急東横線 祐天寺駅 4階建 築38年,東京都目黒区中町１,東急東横線/祐天寺駅 歩15分,東急目黒線/目黒駅 歩20分,東急目黒線/武蔵小山駅 歩21分,築38年,4階建,3階,13万円,-,13万円,13万円,2DK,39.6m2,https://suumo.jp/chintai/jnc_000082367832/?bc=100334574604
プレサンスロジェ池尻大橋,東京都目黒区東山３,東急田園都市線/池尻大橋駅 歩1分,東急東横線/中目黒駅 歩19分,京王井の頭線/神泉駅 歩17分,築11年,13階建,4階,35万円,-,35万円,35万円,2LDK,70.65m2,https://suumo.jp/chintai/jnc_000071169214/?bc=100357746004
コンフォリア碑文谷,東京都目黒区碑文谷２,東急東横線/学芸大学駅 歩13分,東急目黒線/西小山駅 歩19分,東急東横線/都立大学駅 歩21分,築21年,6階建,3階,25万円,12000円,25万円,-,2LDK,59.21m2,https://suumo.jp/chintai/jnc_000086607366/?bc=100354632806
