名前,住所,最寄り駅１,最寄り駅２,最寄り駅３,築年数,建物全体の階数,階数,賃料,管理費,敷金,礼金,間取り,面積,URL,建物階数_最小,建物階数_最大,階数_最小,階数_最大
東急東横線 学芸大学駅 6階建 築21年,東京都目黒区碑文谷２,東急東横線/学芸大学駅 歩13分,東急目黒線/西小山駅 歩19分,東急東横線/都立大学駅 歩20分,21,6階建,3階,250000,12000,250000,0,2LDK,59.21,https://suumo.jp/chintai/jnc_000086610630/?bc=100354636262,0,6,3,3
東急大井町線 緑が丘駅 4階建 築42年,東京都目黒区緑が丘３,東急大井町線/緑が丘駅 歩3分,東急大井町線/大岡山駅 歩7分,東急目黒線/奥沢駅 歩12分,42,4階建,3階,90000,0,90000,90000,2DK,35,https://suumo.jp/chintai/jnc_000086178892/?bc=100356260485,0,4,3,3
東急東横線 学芸大学駅 7階建 築17年,東京都目黒区目黒本町２,東急東横線/学芸大学駅 歩15分,東急目黒線/武蔵小山駅 歩17分,東急目黒線/西小山駅 歩17分,17,7階建,2階,281000,12000,281000,0,2LDK,75.58,https://suumo.jp/chintai/jnc_000086836194/?bc=100341309831,0,7,2,2
東急東横線 学芸大学駅 7階建 築17年,東京都目黒区目黒本町２,東急東横線/学芸大学駅 歩15分,東急目黒線/武蔵小山駅 歩17分,東急目黒線/西小山駅 歩17分,17,7階建,2階,283000,12000,283000,0,2LDK,75.58,https://suumo.jp/chintai/jnc_000083805503/?bc=100343349831,0,7,2,2
東急目黒線 武蔵小山駅 5階建 築11年,東京都目黒区下目黒６,東急目黒線/武蔵小山駅 歩16分,東急東横線/学芸大学駅 歩16分,東急東横線/祐天寺駅 歩20分,11,5階建,5階,281000,10000,562000,281000,2LDK,64.02,https://suumo.jp/chintai/jnc_000085940512/?bc=100350148238,0,5,5,5
東急目黒線 西小山駅 6階建 築1年,東京都目黒区目黒本町６,東急目黒線/西小山駅 歩8分,東急目黒線/武蔵小山駅 歩11分,東急目黒線/洗足駅 歩17分,1,6階建,5階,109500,15000,109500,109500,2K,25.58,https://suumo.jp/chintai/jnc_000086634655/?bc=100353796982,0,6,5,5
東急東横線 中目黒駅 5階建 築43年,東京都目黒区青葉台１,東急東横線/中目黒駅 歩5分,東急東横線/代官山駅 歩10分,東京メトロ日比谷線/恵比寿駅 歩16分,43,5階建,2階,200000,10000,200000,200000,2LDK,51.84,https://suumo.jp/chintai/jnc_000069593705/?bc=100350502578,0,5,2,2
東急目黒線 大岡山駅 6階建 築3年,東京都目黒区大岡山１,東急目黒線/大岡山駅 歩7分,東急大井町線/緑が丘駅 歩14分,東急目黒線/洗足駅 歩15分,3,6階建,6階,120000,17000,0,0,2K,29.29,https://suumo.jp/chintai/jnc_000086363304/?bc=100346748846,0,6,6,6
京王井の頭線 神泉駅 11階建 築56年,東京都目黒区大橋２,京王井の頭線/神泉駅 歩9分,東急田園都市線/池尻大橋駅 歩6分,ＪＲ山手線/渋谷駅 歩21分,56,11階建,2階,175000,10000,175000,0,2LDK,52.77,https://suumo.jp/chintai/jnc_000056810230/?bc=100356308534,0,11,2,2
都立大パレス,東京都目黒区中根２,東急東横線/都立大学駅 歩6分,東急大井町線/自由が丘駅 歩17分,東急目黒線/大岡山駅 歩17分,53,8階建,6階,133000,0,133000,133000,2LDK,48.5,https://suumo.jp/chintai/jnc_000085094447/?bc=100344914680,0,8,6,6
コスモリード学芸大学,東京都目黒区中町１,東急東横線/学芸大学駅 歩14分,東急東横線/祐天寺駅 歩17分,東急目黒線/武蔵小山駅 歩18分,28,6階建,5階,265000,15000,265000,0,2LDK,65.8,https://suumo.jp/chintai/jnc_000086104021/?bc=100353501622,0,6,5,5
東急東横線 祐天寺駅 地下3地上5階建 築33年,東京都目黒区上目黒５,東急東横線/祐天寺駅 歩11分,東京メトロ日比谷線/中目黒駅 歩13分,東急田園都市線/池尻大橋駅 歩15分,33,地下3地上5階建,6階,498000,0,498000,498000,2LDK,118.76,https://suumo.jp/chintai/jnc_000086861412/?bc=100352462243,-3,5,6,6
東急東横線 祐天寺駅 地下3地上5階建 築33年,東京都目黒区上目黒５,東急東横線/祐天寺駅 歩11分,東京メトロ日比谷線/中目黒駅 歩13分,東急田園都市線/池尻大橋駅 歩15分,33,地下3地上5階建,4階,500000,0,500000,500000,2LDK,118.76,https://suumo.jp/chintai/jnc_000084278344/?bc=100340725245,-3,5,4,4
東京メトロ日比谷線 中目黒駅 8階建 築56年,東京都目黒区東山１,東京メトロ日比谷線/中目黒駅 歩9分,東急田園都市線/池尻大橋駅 歩13分,東急東横線/祐天寺駅 歩16分,56,8階建,8階,260000,0,520000,260000,2LDK,57,https://suumo.jp/chintai/jnc_000085716231/?bc=100352010612,0,8,8,8
東急目黒線 武蔵小山駅 7階建 築25年,東京都目黒区目黒本町５,東急目黒線/武蔵小山駅 歩6分,東急目黒線/西小山駅 歩11分,東急目黒線/不動前駅 歩20分,25,7階建,7階,95000,0,95000,95000,2K,31.01,https://suumo.jp/chintai/jnc_000033354018/?bc=100355600520,0,7,7,7
渡辺方,東京都目黒区上目黒３,東急東横線/中目黒駅 歩10分,東急東横線/祐天寺駅 歩8分,東急田園都市線/池尻大橋駅 歩15分,37,2階建,2階,93000,0,93000,93000,2K,30.57,https://suumo.jp/chintai/jnc_000054700374/?bc=100129595544,0,2,2,2
東急東横線 祐天寺駅 2階建 築44年,東京都目黒区中町２,東急東横線/祐天寺駅 歩6分,東急東横線/学芸大学駅 歩14分,,44,2階建,1階,124000,3000,124000,0,2K,32,https://suumo.jp/chintai/jnc_000077632374/?bc=100269243331,0,2,1,1
東急目黒線 西小山駅 3階建 築24年,東京都目黒区原町１,東急目黒線/西小山駅 歩3分,東急目黒線/武蔵小山駅 歩12分,東急目黒線/洗足駅 歩12分,24,3階建,2階,137000,2000,137000,0,2K,40.57,https://suumo.jp/chintai/jnc_000086083085/?bc=100353656054,0,3,2,2
東急東横線 学芸大学駅 3階建 築34年,東京都目黒区五本木３,東急東横線/学芸大学駅 歩7分,東急東横線/祐天寺駅 歩13分,,34,3階建,3階,95000,0,95000,95000,2K,27.9,https://suumo.jp/chintai/jnc_000085133740/?bc=100344762259,0,3,3,3
東急目黒線 目黒駅 2階建 築45年,東京都目黒区下目黒３,東急目黒線/目黒駅 歩10分,東急目黒線/不動前駅 歩12分,東急目黒線/武蔵小山駅 歩16分,45,2階建,1階,78000,0,78000,78000,2K,29.7,https://suumo.jp/chintai/jnc_000083863473/?bc=100352529303,0,2,1,1
東急大井町線 緑が丘駅 3階建 築35年,東京都目黒区緑が丘３,東急大井町線/緑が丘駅 歩5分,東急大井町線/大岡山駅 歩10分,東急目黒線/奥沢駅 歩10分,35,3階建,3階,85000,0,85000,85000,2K,30,https://suumo.jp/chintai/jnc_000082664993/?bc=100325058247,0,3,3,3
東急東横線 都立大学駅 6階建 築42年,東京都目黒区中根２,東急東横線/都立大学駅 歩5分,東急大井町線/大岡山駅 歩15分,東急大井町線/自由が丘駅 歩18分,42,6階建,3階,110000,5000,110000,110000,2K,36,https://suumo.jp/chintai/jnc_000086708970/?bc=100355277936,0,6,3,3
ディーセントメグロ,東京都目黒区目黒本町４,東急東横線/学芸大学駅 歩12分,東急目黒線/武蔵小山駅 歩14分,東急目黒線/西小山駅 歩16分,34,3階建,1階,118000,0,118000,118000,2K,37.2,https://suumo.jp/chintai/jnc_000086781510/?bc=100355785264,0,3,1,1
東急目黒線 不動前駅 4階建 築52年,東京都目黒区下目黒３,東急目黒線/不動前駅 歩8分,東京メトロ南北線/目黒駅 歩15分,都営三田線/目黒駅 歩15分,52,4階建,1階,114000,5000,114000,114000,2K,32.54,https://suumo.jp/chintai/jnc_000086758244/?bc=100355587258,0,4,1,1
東急目黒線 不動前駅 4階建 築52年,東京都目黒区下目黒３,東急目黒線/不動前駅 歩8分,東京メトロ南北線/目黒駅 歩15分,都営三田線/目黒駅 歩15分,52,4階建,2階,115000,5000,115000,115000,2K,30.47,https://suumo.jp/chintai/jnc_000086758245/?bc=100355587324,0,4,2,2
東急東横線 都立大学駅 10階建 築39年,東京都目黒区柿の木坂１,東急東横線/都立大学駅 歩3分,東急東横線/学芸大学駅 歩20分,東急大井町線/緑が丘駅 歩19分,39,10階建,5階,132000,6000,132000,132000,2K,40,https://suumo.jp/chintai/jnc_000078457419/?bc=100345248833,0,10,5,5
東急東横線 都立大学駅 10階建 築39年,東京都目黒区柿の木坂１,東急東横線/都立大学駅 歩3分,東急東横線/学芸大学駅 歩20分,東急大井町線/緑が丘駅 歩19分,39,10階建,5階,132000,6000,132000,132000,2K,40,https://suumo.jp/chintai/jnc_000082083122/?bc=100326092064,0,10,5,5
ＪＲ山手線 目黒駅 4階建 築54年,東京都目黒区三田２,ＪＲ山手線/目黒駅 歩8分,東急東横線/中目黒駅 歩18分,ＪＲ山手線/恵比寿駅 歩11分,54,4階建,1階,115000,5000,115000,0,2K,33.12,https://suumo.jp/chintai/jnc_000082689418/?bc=100329708499,0,4,1,1
学大パールマンション,東京都目黒区鷹番２,東急東横線/学芸大学駅 歩4分,東急東横線/祐天寺駅 歩16分,東急東横線/都立大学駅 歩22分,44,地下1地上2階建,1階,118000,0,118000,118000,2K,38.1,https://suumo.jp/chintai/jnc_000086740490/?bc=100355470997,-1,2,1,1
ベルシオン鳳,東京都目黒区下目黒６,東急目黒線/武蔵小山駅 歩18分,東急東横線/学芸大学駅 歩19分,東急目黒線/不動前駅 歩20分,37,2階建,1階,105000,5000,105000,105000,2K,37.6,https://suumo.jp/chintai/jnc_000079652828/?bc=100331990041,0,2,1,1
東急目黒線 武蔵小山駅 3階建 築36年,東京都目黒区目黒本町４,東急目黒線/武蔵小山駅 歩14分,東急東横線/学芸大学駅 歩15分,東急目黒線/西小山駅 歩16分,36,3階建,1階,118000,0,118000,118000,2K,39,https://suumo.jp/chintai/jnc_000086305023/?bc=100353239780,0,3,1,1
宝泉ドエル,東京都目黒区目黒３,ＪＲ山手線/目黒駅 歩14分,東急目黒線/目黒駅 歩14分,東急バス/元競馬場前 歩2分,51,5階建,5階,82000,3000,82000,82000,2K,31.57,https://suumo.jp/chintai/jnc_000082160212/?bc=100326543518,0,5,5,5
東急東横線 中目黒駅 4階建 築38年,東京都目黒区青葉台１,東急東横線/中目黒駅 歩6分,東急東横線/代官山駅 歩8分,ＪＲ山手線/恵比寿駅 歩13分,38,4階建,4階,125000,5000,125000,187500,2DK,42,https://suumo.jp/chintai/jnc_000032045524/?bc=100352412794,0,4,4,4
東急東横線 中目黒駅 4階建 築38年,東京都目黒区青葉台１,東急東横線/中目黒駅 歩6分,東急東横線/代官山駅 歩8分,ＪＲ山手線/恵比寿駅 歩13分,38,4階建,4階,125000,5000,125000,187500,2DK,42,https://suumo.jp/chintai/jnc_000085923139/?bc=100352760119,0,4,4,4
東急東横線 祐天寺駅 7階建 築56年,東京都目黒区上目黒５,東急東横線/祐天寺駅 歩12分,東急田園都市線/池尻大橋駅 歩14分,東急東横線/中目黒駅 歩15分,56,7階建,1階,105000,9000,105000,105000,2K,31.32,https://suumo.jp/chintai/jnc_000054647092/?bc=100332283149,0,7,1,1
東急東横線 中目黒駅 地下1地上4階建 築3年,東京都目黒区東山２,東急東横線/中目黒駅 歩10分,東急田園都市線/池尻大橋駅 歩8分,京王井の頭線/神泉駅 歩15分,3,地下1地上4階建,3階,174000,10000,0,0,2DK,41.12,https://suumo.jp/chintai/jnc_000086405330/?bc=100353194376,-1,4,3,3
ＪＲ山手線 目黒駅 4階建 築4年,東京都目黒区下目黒２,ＪＲ山手線/目黒駅 歩8分,東急目黒線/不動前駅 歩10分,東急池上線/大崎広小路駅 歩22分,4,4階建,4階,183000,12000,0,0,2DK,40.75,https://suumo.jp/chintai/jnc_000085963154/?bc=100351036106,0,4,4,4
東急東横線 都立大学駅 2階建 築21年,東京都目黒区平町１,東急東横線/都立大学駅 歩3分,東急大井町線/緑が丘駅 歩18分,東急東横線/学芸大学駅 歩19分,21,2階建,1階,130000,2000,130000,130000,2DK,43,https://suumo.jp/chintai/jnc_000085170040/?bc=100345039080,0,2,1,1
東急東横線 学芸大学駅 2階建 築3年,東京都目黒区五本木３,東急東横線/学芸大学駅 歩7分,東急東横線/祐天寺駅 歩13分,東急東横線/都立大学駅 歩25分,3,2階建,2階,180000,3000,0,180000,2LDK,58.03,https://suumo.jp/chintai/jnc_000086930618/?bc=100355604486,0,2,2,2
東急田園都市線 池尻大橋駅 3階建 築53年,東京都目黒区上目黒５,東急田園都市線/池尻大橋駅 歩17分,東急東横線/中目黒駅 歩12分,東急東横線/祐天寺駅 歩9分,53,3階建,2階,118000,5000,118000,118000,2K,50,https://suumo.jp/chintai/jnc_000083613104/?bc=100335417223,0,3,2,2
東急東横線 自由が丘駅 2階建 築33年,東京都目黒区緑が丘１,東急東横線/自由が丘駅 歩10分,東急大井町線/緑が丘駅 歩7分,東急東横線/都立大学駅 歩12分,33,2階建,2階,78000,3500,78000,0,2DK,32.92,https://suumo.jp/chintai/jnc_000086423506/?bc=100314926076,0,2,2,2
東急東横線 祐天寺駅 2階建 築34年,東京都目黒区五本木１,東急東横線/祐天寺駅 歩3分,,,34,2階建,2階,120000,0,120000,120000,2DK,40.16,https://suumo.jp/chintai/jnc_000086123976/?bc=100351332962,0,2,2,2
東急東横線 学芸大学駅 5階建 築34年,東京都目黒区鷹番１,東急東横線/学芸大学駅 歩8分,東急東横線/都立大学駅 歩19分,東急東横線/祐天寺駅 歩19分,34,5階建,5階,140000,3000,140000,140000,2DK,35.64,https://suumo.jp/chintai/jnc_000084951836/?bc=100344720598,0,5,5,5
東急大井町線 大岡山駅 3階建 築35年,東京都目黒区南３,東急大井町線/大岡山駅 歩10分,東急目黒線/洗足駅 歩12分,東急大井町線/北千束駅 歩13分,35,3階建,1階,130000,7000,130000,130000,2DK,46.17,https://suumo.jp/chintai/jnc_000085779358/?bc=100348760808,0,3,1,1
東急東横線 中目黒駅 3階建 築1年,東京都目黒区上目黒３,東急東横線/中目黒駅 歩4分,東急東横線/祐天寺駅 歩14分,東急東横線/代官山駅 歩16分,1,3階建,1階,498000,0,996000,498000,2LDK,71.55,https://suumo.jp/chintai/jnc_000086430201/?bc=100353046497,0,3,1,1
東急東横線 中目黒駅 3階建 築1年,東京都目黒区上目黒３,東急東横線/中目黒駅 歩4分,東急東横線/祐天寺駅 歩14分,東急東横線/代官山駅 歩16分,1,3階建,1階,498000,0,996000,498000,2LDK,68.25,https://suumo.jp/chintai/jnc_000086430199/?bc=100353046479,0,3,1,1
ＪＲ山手線 目黒駅 5階建 築12年,東京都目黒区下目黒２,ＪＲ山手線/目黒駅 歩9分,東急目黒線/不動前駅 歩9分,東急池上線/大崎広小路駅 歩18分,12,5階建,4階,170000,5000,170000,170000,2LDK,54.4,https://suumo.jp/chintai/jnc_000020137137/?bc=100352865811,0,5,4,4
東急東横線 祐天寺駅 2階建 築37年,東京都目黒区中町１,東急東横線/祐天寺駅 歩13分,東急東横線/学芸大学駅 歩16分,東急目黒線/武蔵小山駅 歩21分,37,2階建,1階,130000,0,130000,130000,2DK,50,https://suumo.jp/chintai/jnc_000081320784/?bc=100353792995,0,2,1,1
京王井の頭線 神泉駅 11階建 築1年,東京都目黒区青葉台３,京王井の頭線/神泉駅 歩10分,東急田園都市線/池尻大橋駅 歩12分,京王井の頭線/駒場東大前駅 歩17分,1,11階建,10階,396000,20000,396000,396000,2LDK,51.25,https://suumo.jp/chintai/jnc_000084770640/?bc=100352927867,0,11,10,10
京王井の頭線 神泉駅 11階建 築1年,東京都目黒区青葉台３,京王井の頭線/神泉駅 歩10分,東急田園都市線/池尻大橋駅 歩12分,京王井の頭線/駒場東大前駅 歩17分,1,11階建,10階,396000,20000,396000,396000,2LDK,50.84,https://suumo.jp/chintai/jnc_000084756148/?bc=100342590534,0,11,10,10
京王井の頭線 神泉駅 11階建 築1年,東京都目黒区青葉台３,京王井の頭線/神泉駅 歩10分,東急田園都市線/池尻大橋駅 歩12分,京王井の頭線/駒場東大前駅 歩17分,1,11階建,10階,400000,20000,400000,400000,2LDK,57.24,https://suumo.jp/chintai/jnc_000080555179/?bc=100317489859,0,11,10,10
京王井の頭線 神泉駅 11階建 築1年,東京都目黒区青葉台３,京王井の頭線/神泉駅 歩10分,東急田園都市線/池尻大橋駅 歩12分,京王井の頭線/駒場東大前駅 歩17分,1,11階建,11階,430000,20000,430000,430000,2LDK,57.24,https://suumo.jp/chintai/jnc_000080853143/?bc=100319603242,0,11,11,11
京王井の頭線 神泉駅 11階建 築1年,東京都目黒区青葉台３,京王井の頭線/神泉駅 歩10分,東急田園都市線/池尻大橋駅 歩12分,京王井の頭線/駒場東大前駅 歩17分,1,11階建,10階,460000,20000,460000,460000,2LDK,61.22,https://suumo.jp/chintai/jnc_000085968133/?bc=100350229108,0,11,10,10
京王井の頭線 神泉駅 11階建 築1年,東京都目黒区青葉台３,京王井の頭線/神泉駅 歩10分,東急田園都市線/池尻大橋駅 歩12分,京王井の頭線/駒場東大前駅 歩17分,1,11階建,10階,470000,30000,470000,470000,2SLDK,77.36,https://suumo.jp/chintai/jnc_000085788375/?bc=100348877836,0,11,10,10
東急目黒線 西小山駅 3階建 築35年,東京都目黒区原町１,東急目黒線/西小山駅 歩5分,東急目黒線/洗足駅 歩12分,東急目黒線/武蔵小山駅 歩14分,35,3階建,1階,128000,0,128000,128000,2DK,43,https://suumo.jp/chintai/jnc_000059665753/?bc=100346567532,0,3,1,1
東急目黒線 西小山駅 3階建 築35年,東京都目黒区原町１,東急目黒線/西小山駅 歩5分,東急目黒線/洗足駅 歩12分,東急目黒線/武蔵小山駅 歩14分,35,3階建,2階,128000,0,128000,128000,2DK,43,https://suumo.jp/chintai/jnc_000064390232/?bc=100352734586,0,3,2,2
東京メトロ日比谷線 中目黒駅 地下1地上3階建 築2年,東京都目黒区上目黒３,東京メトロ日比谷線/中目黒駅 歩7分,東急東横線/代官山駅 歩14分,京王井の頭線/神泉駅 歩20分,2,地下1地上3階建,3階,246000,15000,0,0,2LDK,40.92,https://suumo.jp/chintai/jnc_000076160514/?bc=100353442852,-1,3,3,3
東京メトロ日比谷線 中目黒駅 地下1地上3階建 築2年,東京都目黒区上目黒３,東京メトロ日比谷線/中目黒駅 歩7分,東急東横線/代官山駅 歩14分,京王井の頭線/神泉駅 歩20分,2,地下1地上3階建,3階,250000,15000,0,0,2LDK,40.92,https://suumo.jp/chintai/jnc_000076152702/?bc=100340190592,-1,3,3,3
東急東横線 都立大学駅 11階建 築35年,東京都目黒区平町１,東急東横線/都立大学駅 歩2分,東急東横線/学芸大学駅 歩19分,東急大井町線/緑が丘駅 歩19分,35,11階建,1階,180000,15000,180000,180000,2SDK,55.62,https://suumo.jp/chintai/jnc_000085335026/?bc=100346769689,0,11,1,1
パークリュクス目黒,東京都目黒区下目黒３,東急目黒線/不動前駅 歩8分,ＪＲ山手線/目黒駅 歩10分,ＪＲ山手線/五反田駅 歩20分,10,14階建,14階,263000,16000,263000,263000,2LDK,55.74,https://suumo.jp/chintai/jnc_000086083073/?bc=100351050255,0,14,14,14
東急目黒線 不動前駅 3階建 築40年,東京都目黒区下目黒３,東急目黒線/不動前駅 歩7分,東急目黒線/武蔵小山駅 歩11分,ＪＲ山手線/目黒駅 歩19分,40,3階建,3階,115000,5000,115000,115000,2DK,34.38,https://suumo.jp/chintai/jnc_000052584118/?bc=100349515469,0,3,3,3
東急目黒線 不動前駅 3階建 築40年,東京都目黒区下目黒３,東急目黒線/不動前駅 歩7分,東急目黒線/武蔵小山駅 歩11分,ＪＲ山手線/目黒駅 歩19分,40,3階建,3階,115000,5000,115000,115000,2DK,34.38,https://suumo.jp/chintai/jnc_000052584118/?bc=100349515469,0,3,3,3
東急目黒線 不動前駅 2階建 築41年,東京都目黒区下目黒４,東急目黒線/不動前駅 歩13分,東急目黒線/武蔵小山駅 歩17分,都営三田線/目黒駅 歩19分,41,2階建,2階,105000,3000,105000,105000,2DK,38.5,https://suumo.jp/chintai/jnc_000071291244/?bc=100347298450,0,2,2,2
東急東横線 学芸大学駅 3階建 新築,東京都目黒区鷹番１,東急東横線/学芸大学駅 歩5分,東急東横線/祐天寺駅 歩18分,東急東横線/都立大学駅 歩19分,0,3階建,1階,223000,7000,223000,446000,2LDK,53.12,https://suumo.jp/chintai/jnc_000085773587/?bc=100350627401,0,3,1,1
東急東横線 学芸大学駅 3階建 新築,東京都目黒区鷹番１,東急東横線/学芸大学駅 歩5分,東急東横線/祐天寺駅 歩18分,東急東横線/都立大学駅 歩19分,0,3階建,2階,232000,7000,232000,464000,2LDK,53.12,https://suumo.jp/chintai/jnc_000085788395/?bc=100350627408,0,3,2,2
東急東横線 学芸大学駅 3階建 新築,東京都目黒区鷹番１,東急東横線/学芸大学駅 歩5分,東急東横線/祐天寺駅 歩18分,東急東横線/都立大学駅 歩19分,0,3階建,3階,233000,7000,233000,466000,2LDK,52.39,https://suumo.jp/chintai/jnc_000085788396/?bc=100350627405,0,3,3,3
LIBRGRANT都立大学,東京都目黒区中根２,東急東横線/都立大学駅 歩5分,東急東横線/自由が丘駅 歩15分,東急大井町線/緑が丘駅 歩15分,4,3階建,3階,254000,15000,254000,254000,2LDK,51.44,https://suumo.jp/chintai/jnc_000086509862/?bc=100354004888,0,3,3,3
京王井の頭線 駒場東大前駅 地下1地上3階建 築34年,東京都目黒区駒場１,京王井の頭線/駒場東大前駅 歩3分,京王井の頭線/神泉駅 歩11分,東急田園都市線/池尻大橋駅 歩17分,34,地下1地上3階建,2階,105000,4000,0,105000,2DK,39.6,https://suumo.jp/chintai/jnc_000086781481/?bc=100355786508,-1,3,2,2
東急田園都市線 池尻大橋駅 42階建 築12年,東京都目黒区大橋１,東急田園都市線/池尻大橋駅 歩5分,京王井の頭線/神泉駅 歩14分,京王井の頭線/駒場東大前駅 歩17分,12,42階建,12階,300000,20000,300000,300000,2LDK,61.68,https://suumo.jp/chintai/jnc_000086191895/?bc=100351876812,0,42,12,12
東急田園都市線 池尻大橋駅 42階建 築12年,東京都目黒区大橋１,東急田園都市線/池尻大橋駅 歩5分,京王井の頭線/神泉駅 歩14分,京王井の頭線/駒場東大前駅 歩17分,12,42階建,37階,400000,20000,400000,400000,2LDK,70.22,https://suumo.jp/chintai/jnc_000086687788/?bc=100355126454,0,42,37,37
京王井の頭線 神泉駅 地下1地上7階建 築3年,東京都目黒区駒場１,京王井の頭線/神泉駅 歩7分,京王井の頭線/駒場東大前駅 歩10分,ＪＲ山手線/渋谷駅 歩13分,3,地下1地上7階建,3階,300000,20000,300000,0,2LDK,54.95,https://suumo.jp/chintai/jnc_000086724094/?bc=100355387866,-1,7,3,3
京王井の頭線 神泉駅 地下1地上7階建 築3年,東京都目黒区駒場１,京王井の頭線/神泉駅 歩7分,京王井の頭線/駒場東大前駅 歩10分,ＪＲ山手線/渋谷駅 歩13分,3,地下1地上7階建,7階,320000,20000,320000,0,2LDK,54.95,https://suumo.jp/chintai/jnc_000084602421/?bc=100354534541,-1,7,7,7
東急東横線 祐天寺駅 3階建 新築,東京都目黒区中町２,東急東横線/祐天寺駅 歩11分,東急東横線/学芸大学駅 歩14分,東急東横線/中目黒駅 歩20分,0,3階建,2階,218000,6500,218000,436000,2LDK,53.08,https://suumo.jp/chintai/jnc_000084679867/?bc=100342066274,0,3,2,2
京王井の頭線 神泉駅 18階建 築2年,東京都目黒区青葉台４,京王井の頭線/神泉駅 歩7分,東急田園都市線/池尻大橋駅 歩10分,ＪＲ山手線/渋谷駅 歩14分,2,18階建,7階,309000,20000,309000,0,2LDK,47.06,https://suumo.jp/chintai/jnc_000085478819/?bc=100355643995,0,18,7,7
京王井の頭線 神泉駅 17階建 築8年,東京都目黒区青葉台４,京王井の頭線/神泉駅 歩9分,東急田園都市線/池尻大橋駅 歩12分,京王井の頭線/駒場東大前駅 歩14分,8,17階建,16階,349000,20000,349000,0,2LDK,64.5,https://suumo.jp/chintai/jnc_000076564603/?bc=100341110951,0,17,16,16
京王井の頭線 神泉駅 17階建 築8年,東京都目黒区青葉台４,京王井の頭線/神泉駅 歩9分,東急田園都市線/池尻大橋駅 歩12分,京王井の頭線/駒場東大前駅 歩14分,8,17階建,14階,350000,20000,350000,0,2LDK,67.75,https://suumo.jp/chintai/jnc_000085658377/?bc=100343555797,0,17,14,14
京王井の頭線 神泉駅 17階建 築8年,東京都目黒区青葉台４,京王井の頭線/神泉駅 歩9分,東急田園都市線/池尻大橋駅 歩12分,京王井の頭線/駒場東大前駅 歩14分,8,17階建,16階,351000,20000,351000,0,2LDK,64.5,https://suumo.jp/chintai/jnc_000086944286/?bc=100335186612,0,17,16,16
京王井の頭線 神泉駅 17階建 築8年,東京都目黒区青葉台４,京王井の頭線/神泉駅 歩9分,東急田園都市線/池尻大橋駅 歩12分,京王井の頭線/駒場東大前駅 歩14分,8,17階建,16階,358000,20000,358000,0,2LDK,64.5,https://suumo.jp/chintai/jnc_000085658378/?bc=100353428810,0,17,16,16
京王井の頭線 神泉駅 17階建 築8年,東京都目黒区青葉台４,京王井の頭線/神泉駅 歩9分,東急田園都市線/池尻大橋駅 歩12分,京王井の頭線/駒場東大前駅 歩14分,8,17階建,17階,358000,20000,358000,0,2LDK,64.5,https://suumo.jp/chintai/jnc_000045723468/?bc=100341110949,0,17,17,17
京王井の頭線 神泉駅 17階建 築8年,東京都目黒区青葉台４,京王井の頭線/神泉駅 歩9分,東急田園都市線/池尻大橋駅 歩12分,京王井の頭線/駒場東大前駅 歩14分,8,17階建,17階,360000,20000,360000,0,2LDK,64.5,https://suumo.jp/chintai/jnc_000085658379/?bc=100335186616,0,17,17,17
東京メトロ日比谷線 中目黒駅 2階建 築51年,東京都目黒区中目黒４,東京メトロ日比谷線/中目黒駅 歩11分,東急東横線/代官山駅 歩18分,ＪＲ山手線/恵比寿駅 歩19分,51,2階建,2階,88000,2000,88000,88000,2DK,30,https://suumo.jp/chintai/jnc_000084507222/?bc=100343464789,0,2,2,2
東急目黒線 西小山駅 3階建 新築,東京都目黒区碑文谷１,東急目黒線/西小山駅 歩11分,東急目黒線/洗足駅 歩12分,東急目黒線/武蔵小山駅 歩17分,0,3階建,1階,226000,6500,226000,452000,2LDK,53.79,https://suumo.jp/chintai/jnc_000084658399/?bc=100341918066,0,3,1,1
東急目黒線 西小山駅 3階建 新築,東京都目黒区碑文谷１,東急目黒線/西小山駅 歩11分,東急目黒線/洗足駅 歩12分,東急目黒線/武蔵小山駅 歩17分,0,3階建,2階,226000,6500,226000,452000,2LDK,53.79,https://suumo.jp/chintai/jnc_000084658400/?bc=100341918061,0,3,2,2
東急東横線 都立大学駅 9階建 築8年,東京都目黒区中根１,東急東横線/都立大学駅 歩5分,東急東横線/自由が丘駅 歩15分,東急大井町線/自由が丘駅 歩15分,8,9階建,7階,247000,16000,247000,247000,2LDK,53.7,https://suumo.jp/chintai/jnc_000058337558/?bc=100354451142,0,9,7,7
東急東横線 中目黒駅 地下1地上12階建 築46年,東京都目黒区中目黒１,東急東横線/中目黒駅 歩4分,東急東横線/代官山駅 歩6分,ＪＲ山手線/恵比寿駅 歩12分,46,地下1地上12階建,7階,185000,5000,0,185000,2DK,36.3,https://suumo.jp/chintai/jnc_000085746843/?bc=100354566485,-1,12,7,7
ＪＲ山手線 目黒駅 10階建 築8年,東京都目黒区目黒２,ＪＲ山手線/目黒駅 歩10分,東急目黒線/不動前駅 歩13分,東急東横線/中目黒駅 歩18分,8,10階建,4階,265000,15000,265000,265000,2LDK,55.76,https://suumo.jp/chintai/jnc_000085740070/?bc=100302281709,0,10,4,4
